dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
saugeen/W/short,TIMEHEDGE,951.5607421875,951.5607421875,14.448495483398437,1.1720950928566602,0.35866286754608157,0.3785228729248047,9.937188661459725,30.847378206056668,0.9311537615260951,0.43613985045632486,0.3484406386739278,Nature,1
solar/10T/long,TIMEHEDGE,21.2302425486618,21.2302425486618,1.8223163143755068,0.7977722111383874,3.868705012702296,1.4451945580995287,4.111081953694972,4.607628733813283,0.9958652389765513,0.39386451833425296,0.30074616301137014,Energy,1
solar/10T/medium,TIMEHEDGE,22.078315085158152,22.078315085158152,1.8416106779473569,0.80539029539475,4.07339990408969,1.4451842789205929,3.903583152162943,4.6987567595224755,1.042672785285066,0.4086607230933219,0.31143384512029315,Energy,1
solar/10T/short,TIMEHEDGE,24.148160926094892,24.148160926094892,2.1666295852104245,0.9525123644746845,5.613878897434789,1.526637650464283,4.724382301523333,4.914077830691624,1.4295047087866155,0.6302723117063007,0.48134195891163817,Energy,1
solar/D/short,TIMEHEDGE,125792.19464720195,125792.19464720195,246.04411496350366,0.9593323834635127,1.0657111323372872,0.4200222043225365,5.280994063506832,354.6719535672393,0.5123801700853934,0.3554499424201296,0.27159922937866576,Energy,1
solar/H/long,TIMEHEDGE,250.16060421735605,250.16060421735605,6.250526535888078,0.4747088295157828,2.532642891969289,1.345414987581103,3.2868925209692983,15.816466236721654,0.5483857091177592,0.2167171462601515,0.17017910571226202,Energy,1
solar/H/medium,TIMEHEDGE,227.43864051094891,227.43864051094891,5.893614089111922,0.4498866474272148,1.6561670037351253,1.3478847085994525,3.0411798012900197,15.081068944572493,0.543255302770682,0.2123017352524155,0.16490099293414265,Energy,1
solar/H/short,TIMEHEDGE,196.38328821311947,196.38328821311947,5.488714881767032,0.42311358156664886,1.5400520888778446,1.344092977872837,2.7963406623588893,14.013682178967791,0.5165489859003617,0.20231585602306104,0.15736151799525325,Energy,1
solar/W/short,TIMEHEDGE,1910054.0729927006,1910054.0729927006,1076.7671076642337,1.1658857950618042,0.24125245365783246,0.2066446847289148,6.336063707563513,1382.0470588922435,0.2821103576016539,0.21979508718055882,0.1581818639499134,Energy,1
sz_taxi/15T/long,TIMEHEDGE,15.35905226139601,15.35905226139601,2.6802394943019943,0.5056324994524106,6112678215736.014,0.3978184191929309,3.5551203018577717,3.9190626763801584,0.36274146023199666,0.24807819323588295,0.19509394108707168,Transport,1
sz_taxi/15T/medium,TIMEHEDGE,16.153385416666666,16.153385416666666,2.736912810496795,0.5335400892957649,9485137929326.277,0.40371258075420674,3.7019776170065497,4.019127444690783,0.37404689400832164,0.2547154202065057,0.20045562142739504,Transport,1
sz_taxi/15T/short,TIMEHEDGE,16.538823576055023,16.538823576055023,2.710017408061231,0.5406139995650684,1047681133207.8654,0.39042320763817345,3.7968022186222528,4.0667952463893515,0.380262748500273,0.2533982179181215,0.1989601806555682,Transport,1
sz_taxi/H/short,TIMEHEDGE,7.106161003438835,7.106161003438835,1.8298397227230234,0.5572247728789447,1.0247382139548278,0.29322371523604435,3.9063452716664973,2.665738359899342,0.24832997819690145,0.1704608619072394,0.1343644768677411,Transport,1
temperature_rain/D/short,TIMEHEDGE,183.0743472830242,183.0743472830242,5.70657045661738,1.3255282815454157,18.178551798066028,1.5146435132390992,19.423852355303314,13.530496934075414,1.5928972288705816,0.6718142216793388,0.5435331000831092,Nature,1
us_births/D/short,TIMEHEDGE,131378.42666666667,131378.42666666667,211.35243489583334,0.31115936576174164,0.020401217142740884,0.02014322598775228,2.4281847741951608,362.4616209568493,0.03397783575829679,0.019812575745396414,0.015959901202850086,Healthcare,1
us_births/M/short,TIMEHEDGE,23012330.666666668,23012330.666666668,3905.9270833333335,0.4412394319238029,0.012089153130849203,0.012159571051597595,3.4953787088818267,4797.116911923939,0.014899812422105838,0.012131782890558907,0.009252017723631113,Healthcare,1
us_births/W/short,TIMEHEDGE,2055703.0,2055703.0,1096.5938895089287,0.9970676537548286,0.014852941036224365,0.014874667993613653,6.379502724983652,1433.772297123919,0.019463318345738077,0.014886154524199688,0.011677724071566937,Healthcare,1
